"","Denominación_social","Domicilio_social","Latitud","Longitud","Fecha_constitución","CNAE","Objeto_social","Tamaño_empresa_por_facturación","Índice_crec_interanual_ventas","Tamaño_empresa_por_empleados","Empleo_fijo","Empleo_temporal","Teléfono","Estado","URL","Metatag_descripción","RRSS","Cotización_en_bolsa","Actividad_internacional","Capital_social","Empleados","Empleados_año","Resultado","Municipio"
"1616","Promociones Bidekoetxe Sociedad Limitada.","AVENIDA ASKATASUN, 10 - 2","43.16919843","-2.63649905","03/06/2002","4110 - Promoción inmobiliaria","CONSTRUCCION, MANTENIMIENTO, REPARACION, CONSERVACION, EXPLOTACION, TRANSMISION Y ARRENDAMIENTO DE BIENES INMUEBLES.","-","Administrador Único:  JUAN ANDRES E...
Apoderado:  FRANCISCO MARIA A...","-","-","-","-","Activa","-","-","-","NO","No constan","540.000 €","-","-","Negativo Consultar","Durango"
"1617","Molina Gallego Sergio","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","Transportes nacionales de mercancias por carretera","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","1 (año 2015)","2015","-","Durango"
"1618","Javier Acosta Maria Antonia","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1619","Ramallo Vegamonte Leonidas","-",NA,NA,"-","4332 - Instalación de carpintería","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1620","Sastre Ferrero Simon Jeronimo","-",NA,NA,"-","4782 - Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1621","Munguia Diaz Ana Isabel","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1622","Bustinza Gurtubay Ramon Luis","-",NA,NA,"-","4321 - Instalaciones eléctricas","Instalaciones electricas en general.","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","1 (año 2006)","2006","-","Durango"
"1623","Lareo Gomez Jose Manuel","-",NA,NA,"-","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1624","Garay Lete Unai","-",NA,NA,"-","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1625","Correa Salgado Sergio","-",NA,NA,"-","4621 - Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1626","Feijoo Abadin Gabriel","-",NA,NA,"-","7911 - Actividades de las agencias de viajes","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1627","Casado Parmo Eva Maria","-",NA,NA,"-","4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1628","Sarasua Gamazo Iñigo","-",NA,NA,"-","5229 - Otras actividades anexas al transporte","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1629","Basabe Alberdi Aratz","-",NA,NA,"-","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1630","Iturriagaechevarria Mazaga Eneritz","-",NA,NA,"-","4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1631","Sendino Garcia Iñaki","-",NA,NA,"-","5819 - Otras actividades editoriales","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1632","Ba Malal Gaye","-",NA,NA,"-","8299 - Otras actividades de apoyo a las empresas n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1633","Villada Ladino Edgar Javier","-",NA,NA,"-","4121 - Construcción de edificios residenciales","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1634","Oarbeascoa Madrazo Oier","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1635","Ramos Picaza Beñat","-",NA,NA,"-","4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados","Venta al menor de pinturas y artículos de ferretería.","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","2 (año 2018)","2018","-","Durango"
"1636","Peña Salvador Alain","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1637","Nuñez Villegas Luis Alfredo","-",NA,NA,"-","5610 - Restaurantes y puestos de comidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1638","Jauregui Aldazabal Juan Carlos","-",NA,NA,"-","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1639","Hueso Martinez Maria Mercedes","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1640","Larrinaga Gastañazatorre Ane","-",NA,NA,"-","7739 - Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1641","Suministros Electricos Durango Sociedad Limitada.","CALLE BIDEBARRIETA, 1","0","0","22/04/1985","4643 - Comercio al por mayor de aparatos electrodomésticos","Comercializaci n y venta al mayor de material el ctico.","-","Administrador:  JOSE CARLOS F...
Administrador:  IGNACIO JAVIER P...","Menos de 5","-","-","946813166","Activa","-","-","-","NO","No constan","12.020,24 €","3 (año 1998)","1998","-","Durango"
"1642","European Luxury Cars Sociedad Limitada.  (extinguida)","CALLE ARTEKALEA, 26 - BJ","43.166643","-2.631966","12/06/1996","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","VENTA AL MENOR DE PRENDAS DE VESTIR.","-","-","Menos de 5","-","-","-","Extinguida","-","-","-","NO","Importa","3.005,06 €","2 (año 2009)","2009","Positivo Consultar","Durango"
"1643","Sasiko Rellenos Y Derivados Sociedad Limitada.  (extinguida)","CALLE JUAN MARI ALTUNA, 8 - BJ","43.168458","-2.628059","02/12/2013","4399 - Otras actividades de construcción especializada n.c.o.p.","LA SEPARACION Y CLASIFICACION DE MATERIALES.","-","-","-","-","-","-","Extinguida","-","-","-","NO","No constan","3.000 €","-","-","Positivo Consultar","Durango"
"1644","Manaria 2001 Promociones Sociedad Limitada.","CALLE ANDRA MARI, 16 - BAJO IZQUIERDA","43.16759154","-2.63107435","22/03/2001","4110 - Promoción inmobiliaria","LA EXPLOTACION DE TODA CLASE DE EDIFICACIONES, SOLARES E INMUEBLES EN GENERAL, TANTO POR CUENTA PROPIA COMO AJENA.","Entre 1,5 y 3 millones €","2005: 
2006: -30,05 %
2007: -30,58 %","Entre 5 y 25","2003: 100,00 %
2004: 100,00 %
2005: 100,00 %
2006: 100,00 %
2007: 57,14 %","2003: 0 %
2004: 0 %
2005: 0 %
2006: 0 %
2007: 42,85 %","-","Activa","-","-","-","NO","No constan","3.606 €","7 (año 2007)","2007","Positivo Consultar","Durango"
"1645","Modas Bardeci Sl","CALLE ARTEKALEA, 31","43.16658295","-2.63175392","11/12/2003","4751 - Comercio al por menor de textiles en establecimientos especializados","COMERCIO AL MENOR DE PRENDAS DE VESTIR DE SEÑORA Y CABALLERO.","Entre 0,6 y 1,5 millones €","2010: 
2011: -4,82 %
2012: 35,73 %","Entre 5 y 25","2008: 90,90 %
2009: 100,00 %
2010: 100,00 %
2011: 100,00 %
2012: 100,00 %","2008: 9,09 %
2009: 0 %
2010: 0 %
2011: 0 %
2012: 0 %","946816183","Activa","-","-","-","NO","Importa","60.000 €","8 (año 2012)","2012","Negativo Consultar","Durango"
"1646","Asesoria M. Enriquez Sociedad Limitada.","CALLE BRUNO MAURICIO ZABALA, 1 - PISO 1 IZ","43.167275","-2.633445","26/07/2017","7022 - Otras actividades de consultoría de gestión empresarial","Formación y asesoria de empresas","-","Administrador Único:  MANUEL E...","-","-","-","-","Activa","-","-","-","NO","No constan","3.000 €","-","-","-","Durango"
"1647","Virtual Profit Sociedad Limitada.","CALLE KALEBARRIA, 24 - PISO 3","43.16702239","-2.63053197","02/10/2017","4619 - Intermediarios del comercio de productos diversos","LA INTERVENCION COMO MEDIADOR EN OPERACIONES MERCANTILES.","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","3.000 €","-","-","-","Durango"
"1648","Bikolma Mecanizados Estampaciones Y Troqueleria Sociedad Limitada","AVENIDA ASKATASUN, 46 - PISO 5 C","43.16976659","-2.64119424","01/07/2003","2451 - Fundición de hierro","LA EXPLOTACION DEL NEGOCIO DE MECANIZADOS; ESTAMPACIONES Y TROQUELERIA","Menor de 300 mil €","2005: 
2006: -14,23 %
2007: -17,23 %","Menos de 5","2004: 0 %
2005: 0 %
2006: 0 %
2007: 33,33 %","2004: 100,00 %
2005: 100,00 %
2006: 100,00 %
2007: 66,66 %","-","Activa","-","-","-","NO","No constan","60.100 €","3 (año 2007)","2007","Negativo Consultar","Durango"
"1649","Holbea Victor","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1650","Teixeira Do Couto Americo","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1651","Pinto Monteiro Jose Rodrigo","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1652","Moussa Traore","-",NA,NA,"-","4782 - Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1653","Chen Weili","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1654","Navickas Aurimas","-",NA,NA,"-","4332 - Instalación de carpintería","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1655","Wang Yongjian","-",NA,NA,"-","4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados","Se dedica a la venta al detall de articulos de bazar","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","1 (año 2012)","2012","-","Durango"
"1656","Vasile Dragos Marian","-",NA,NA,"-","4334 - Pintura y acristalamiento","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1657","Oprea Victor","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1658","Pereira Expiritu Santo Francisco Manuel","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1659","Braga Dos Santos Luis Manuel","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1660","Braga Dos Santos Antonio Fernando","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1661","Pimentel Pereira Silvio Firmino","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1662","Otarasanu Constantin Laurentiu","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"1663","Juzgado De 1 Instancia E Instruccion De Durango Mju","CALLE BARRENKALEA, 17","43.16701977","-2.63215985","-","8423 - Justicia","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1664","Juzgado De Primera Instancia E Instruccion N 2 De Durango","CALLE BARRENKALEA, 17","43.16701977","-2.63215985","22/11/1989","8423 - Justicia","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1665","Argi-miro Sociedad Limitada.","CALLE ALLUITZ KALEA, 1 - 4 D","43.172354","-2.638063","02/12/2005","4332 - Instalación de carpintería","ACTIVIDAD RELACIONADA CON LA CARPINTERIA, TANTO METALICA COMO MADERERA ASI COMO SU COMERCIALIZACION","Menor de 300 mil €","2006: 
2007: 15,92 %
2008: -70,11 %","Menos de 5","2007: 50,00 %
2008: 100,00 %","2007: 50,00 %
2008: 0 %","-","Activa","-","-","-","NO","No constan","3.006 €","3 (año 2008)","2008","Negativo Consultar","Durango"
"1666","Modas Donitori Sl","CALLE ZEHARKALEA, 9","43.16670403","-2.63101447","21/12/2005","4751 - Comercio al por menor de textiles en establecimientos especializados","EL COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES","-","Administrador Único:  ABDONA A...","-","-","-","-","Activa","-","-","-","NO","No constan","8.613 €","-","-","Negativo Consultar","Durango"
"1667","Meditel 2000 Sl","CALLE ALLUITZ (LONJA), 1 - BAJO","43.17260948","-2.63789821","01/12/1999","4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados","LA ADQUISICION Y TRANSMISION DE TODO TIPO DE SISTEMAS DE COMUNICACION ELECTRONICO.","Menor de 300 mil €","2007: 
2008: -5,7 %
2009: -92,49 %","Menos de 5","2005: 100,00 %
2006: 100,00 %
2007: 100,00 %
2008: 100,00 %
2009: 100,00 %","2005: 0 %
2006: 0 %
2007: 0 %
2008: 0 %
2009: 0 %","-","Activa","-","-","-","NO","No constan","3.010 €","1 (año 2009)","2009","Positivo Consultar","Durango"
"1668","Sekurlan Xxi Sociedad Limitada","GRUPO ALIENDALDE (PG MONTO), PAB 11","43.163147","-2.617656","14/01/2004","4642 - Comercio al por mayor de prendas de vestir y calzado","COMERCIO AL POR MAYOR DE PRENDAS EXTERIORES DE VESTIR Y DE MATERIALES DE FERRETERIA Y ARTICULOS DE SEGURIDAD","Entre 1,5 y 3 millones €","2015: 
2016: 8,24 %
2017: 48,71 %","Menos de 5","2013: 100,00 %
2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %","2013: 0 %
2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %","-","Activa","-","-","-","NO","No constan","90.000 €","1 (año 2017)","2017","Negativo Consultar","Durango"
"1669","Ricardo Rueda Lopez Maria Ludivina Rueda","CALLE LARIZTORRE, 4 - BJ","43.16593747","-2.63226412","01/01/2007","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1670","Eva Martinez Orozco Jose Luis Rodriguez","CALLE AZOKA, 10","43.16902323","-2.63095735","01/01/2007","4721 - Comercio al por menor de frutas y hortalizas en establecimientos especializados","Venta al por mayor y detall de frutas y verduras","-","Administrador:  EVA M...
Administrador:  JOSE LUIS R...","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1671","M. Alonso Ruben Iglesias","CALLE FRAI JUAN DE ZUMARRAGA, 17 - BJ KA","43.17208135","-2.63602797","01/01/2007","4799 - Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1672","Jesus Maria Bizkarguenaga Atucha Jose Luis","AVENIDA MONTEVIDEO, 23 - 1 DCH","43.1696101","-2.62699284","01/01/2016","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1673","Jose Luis Rincon Vera-asier Lasu","AVENIDA HEGOALDE, 1 - B","43.16146104","-2.62832603","01/01/2016","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1674","Hiru Fisioterapia Sociedad Civil Profesional.","CALLE KOMENTU, 19 - BJ","43.16609475","-2.63036657","04/12/2008","8690 - Otras actividades sanitarias","LA ACTIVIDAD PROPIA DEL EJERCICIO DE LA PROFESION DE FISOTERAPEUTA.","-","Administrador:  ARAITZ I...
Administrador:  JOSU Z...","-","-","-","-","Activa","-","-","-","NO","No constan","90 €","-","-","-","Durango"
"1675","Gaizka Rementeria Sarrionaindia Zaloa Be","GRUPO JUAN ITZIARKO, 23 - 1 IZ","43.164822","-2.626494","01/01/2008","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1676","Imatz-oleaga Abokatuak Sociedad Civil Profesional.","CALLE ANDRA MARI, 18 - PISO 1 A","43.1677195","-2.63074856","24/02/2009","6910 - Actividades jurídicas","ACTIVIDAD PROPIA DEL EJERCICIO DE LA ABOGACIA.","-","Administrador:  MAITE I...
Administrador:  ONINTZE O...","-","-","-","-","Activa","-","-","-","NO","No constan","460 €","-","-","-","Durango"
"1677","Jose Luis Zenarruzabeitia Longaray-nerea","GRUPO ALIENDALDE, 11","43.162883","-2.61728","01/01/2008","4334 - Pintura y acristalamiento","CRISTALERIA","-","Administrador:  JOSE LUIS Z...
Administrador:  NEREA U...","Menos de 5","-","-","-","Activa","-","-","-","NO","No constan","-","3 (año 2011)","2011","-","Durango"
"1678","Beñat Salaberria Atxa-aimar Sanz Azaguir","GRUPO SAN IGNAZIO, 2 - BJ A","43.172746","-2.63606471","01/01/2008","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1679","Juan Carlos Godino Elejabarrieta-arantza","CALLE SAN AGUSTINALDE KALEA, 2 - 4 IZ","43.167123","-2.632718","-","6910 - Actividades jurídicas","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1680","Aurea Perez Fernandez-carlos San Miguel","GRUPO IBAIZABAL (A -B AJ), 5","43.17071798","-2.62909681","01/02/1990","7111 - Servicios técnicos de arquitectura","-","-","-","-","-","-","946812700","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1681","Esteban Municio Casas-jose Municio Casas","AVENIDA MONTEVIDEO, 30","43.16955493","-2.62721829","01/06/1996","4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
"1682","Rafael Iriondo Laucirica Ane Miren Zugaz","CALLE TRENBIDE, 4 - OF. 6","43.16985195","-2.63317516","01/06/1996","8230 - Organización de convenciones y ferias de muestras","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Durango"
